ts_us,channel,len,rssi,mac_hash,eapol,head
56109904,6,336,-82,689cc2a34d348d75,0,d0000000ffffffffffff96f1e8e4b068
56127870,6,204,-78,6a9bd343d01f977c,0,50003a014a1966f43400f2823d9fc3f2
56145841,6,204,-78,6a9bd343d01f977c,0,50083a014a1966f43400f2823d9fc3f2
56163804,6,329,-40,896d30eddee7e066,0,d0000000ffffffffffff226c2dc1c0ee
56181772,6,204,-78,6a9bd343d01f977c,0,50083a014a1966f43400f2823d9fc3f2
56200145,6,28,-54,1890347fafe281c5,0,48112c0032823d9fb34642c4754b3d5a
56217531,6,336,-81,689cc2a34d348d75,0,d0000000ffffffffffff96f1e8e4b068
56235499,6,80,-82,46bb505a1c451da3,0,40000000ffffffffffff98d863c1d1fe
56253290,6,210,-49,f2699bba2ba23cf1,0,80000000ffffffffffff32823d9fb346
56271257,6,246,-50,76e24379c30bf675,0,80000000ffffffffffff32823d9fb347
56289226,6,250,-50,19fdc1c705a9a866,0,80000000ffffffffffff32823d9fb348
56307193,6,80,-79,46bb505a1c451da3,0,40000000ffffffffffff98d863c1d1fe
56324986,6,80,-82,46bb505a1c451da3,0,40000000ffffffffffff98d863c1d1fe
56342777,6,329,-32,febc07890657a98b,0,d0000000ffffffffffffe649742af571
56360748,6,154,-89,116397c2c94df3b4,0,40000000ffffffffffffea75faf1eed7
56379122,6,333,-86,f6a9e0a574961cce,0,d0000000ffffffffffff56a3f95ae995
56396680,6,333,-87,19c70e0c47e23ef5,0,d0000000ffffffffffff76dd4882ddfd
56414656,6,329,-31,febc07890657a98b,0,d0000000ffffffffffffe649742af571
56432616,6,254,-86,a8e68be227b73f34,0,80000000ffffffffffff0cefafc31644
56450580,6,28,-54,1890347fafe281c5,0,4811580132823d9fb34642c4754b3d5a
56468373,6,28,-54,1890347fafe281c5,0,4801580132823d9fb34642c4754b3d5a
56486166,6,28,-54,1890347fafe281c5,0,4801580132823d9fb34642c4754b3d5a
56503963,6,210,-77,6a9bd343d01f977c,0,80000000fffffffffffff2823d9fc3f2
56521927,6,246,-77,0783e62878fc71a6,0,80000000fffffffffffff2823d9fc3f3
56539897,6,250,-77,6e8fb524b5e043bc,0,80000000fffffffffffff2823d9fc3f4
